"schoolid" "black11" "size11" "lep11" "lowinc11" "rwarn" "rbelow" "rmeet" "rexceed" "mwarn" "mbelow" "mmeet" "mexceed" "rwarnp" "rbelowp" "rmeetp" "rexceedp" "mwarnp" "mbelowp" "mmeetp" "mexceedp" "latitude" "longitude" "dmin" "dmax" "rad1" "rad2" "rad5" "rad10" "rmex11" "mmex11" "rmex09" "mmex09"
"900" 1501629902470 45.5 458 22.6 93.2 0 42.9 51.4 5.7 0 18.9 73 8.1 2.3 36.4 45.5 15.9 0 9.1 70.5 20.5 41.962158 -87.66394 1.51316646548603 265.674003165749 0 2 13 40 57.1 81.1 61.4 91
"901" 1501629902472 8.4 827 43.6 98.7 1.2 55.4 38.6 4.8 4.8 34.9 59 1.2 5.3 44.2 48.4 2.1 1 38.5 59.4 1 41.912628 -87.713157 0.830497491940814 261.441622721672 2 12 32 52 43.4 60.2 50.5 60.4
"902" 1501629902474 71.6 522 10.6 94.1 6.4 57.4 31.9 4.3 10.4 41.7 45.8 2.1 8.7 50 39.1 2.2 2.2 42.2 55.6 0 41.744035 -87.54264 2.32807526977845 256.205917194463 0 1 5 30 36.2 47.9 41.3 55.6
"903" 1501629902475 98.9 398 0 96.6 0 35.2 48.1 16.7 0 22.2 70.4 7.4 1.9 46.3 46.3 5.6 0 16.7 77.8 5.6 41.87096 -87.733007 0.443493647132813 258.442422121736 1 15 34 61 64.8 77.8 51.9 83.4
"904" 1501629902476 45.5 713 0 19 1.1 18 41.6 39.3 2.2 11.2 53.9 32.6 0 13.9 48.6 37.5 0 6.9 65.3 27.8 41.711288 -87.676155 1.15729061409965 250.560423661145 0 2 12 33 80.9 86.5 86.1 93.1
"905" 1501629902477 33.5 638 41.8 88.2 2 37.3 45.1 15.7 0 13.7 66.7 19.6 3.2 38.1 42.9 15.9 1.5 28.4 47.8 22.4 41.989206 -87.658507 0.761341458435346 267.426379249369 1 2 7 36 60.8 86.3 58.8 70.2
"906" 1501629902478 8.8 502 35.5 79.6 0 27.3 45.5 27.3 3.6 12.7 65.5 18.2 1.7 28.8 55.9 13.6 3.4 12.1 65.5 19 41.892528 -87.674217 0.535906527106902 261.269244320443 3 17 33 58 72.8 83.7 69.5 84.5
"907" 1501629902479 99.6 424 0 97 1.8 53.6 41.1 3.6 1.8 26.8 67.9 3.6 9.2 46.2 40 4.6 6.1 36.4 57.6 0 41.760591 -87.60686 0.351955610817761 255.354665056996 2 7 23 52 44.7 71.5 44.6 57.6
"908" 1501629902480 11 600 29.1 97.1 0 37.7 42 20.3 1.4 23.2 59.4 15.9 4.5 34.8 48.5 12.1 1.5 18.2 65.2 15.2 41.715344 -87.533188 3.41064101828417 254.827148318327 0 0 3 26 62.3 75.3 60.6 80.4
"909" 1501629902484 82.4 448 10.8 97.8 4.7 51.2 41.9 2.3 4.9 41.5 53.7 0 4.5 36.4 54.5 4.5 4.5 29.5 59.1 6.8 41.73307 -87.544914 2.31867428828677 255.509807583087 0 1 4 30 44.2 53.7 59 65.9
"910" 1501629902486 13.8 752 6.8 49.3 0 13.5 33.3 53.1 0 5.2 50 44.8 0 13 44.6 42.4 0 4.3 54.8 40.9 41.948939 -87.777839 1.8939065679158 261.956759124247 0 1 11 39 86.4 94.8 87 95.7
"911" 1501629902487 99.7 325 0 97.5 6.8 59.1 25 9.1 11.4 25 47.7 15.9 4.8 54.8 40.5 0 2.4 26.2 61.9 9.5 41.883934 -87.730157 1.01458007126838 259.289309155731 0 17 30 58 34.1 63.6 40.5 71.4
"912" 1501629902488 3.5 833 32.9 98.1 1.3 38 45.6 15.2 0 17 69.2 13.8 3.1 48 29.9 18.9 0.8 22.2 59.5 17.5 41.787191 -87.707692 1.15119782349442 254.151379815182 0 8 24 60 60.8 83 48.8 77
"913" 1501629902489 14.2 423 21.3 83.4 2.9 32.4 47.1 17.6 5.9 14.7 64.7 14.7 0 31.7 53.7 14.6 0 26.8 65.9 7.3 41.976415 -87.669968 0.486153240119567 266.366247807238 1 1 10 37 64.7 79.4 68.3 73.2
"914" 1501629902490 0.8 910 20.6 86.7 1.7 20.3 50 28 2.5 10.7 62.8 24 0.9 22.8 56.1 20.2 0.9 12.3 68.4 18.4 41.799437 -87.75972 1.64609753957385 253.490172674354 0 3 12 60 78 86.8 76.3 86.8
"915" 1501629902491 99.1 283 0 64.7 0 17.2 51.7 31 0 0 79.3 20.7 0 3.3 73.3 23.3 0 3.3 86.7 10 41.720541 -87.665875 0.456212424148694 251.384380464843 2 7 16 39 82.7 100 96.6 96.7
"916" 1501629902492 99.1 398 0 98.4 0 75 25 0 15.6 31.3 53.1 0 1.8 50.9 41.8 5.5 1.8 38.2 52.7 7.3 41.696534 -87.62719 0.988635982934181 251.068904230906 1 3 12 31 25 53.1 47.3 60
"917" 1501629902494 3.6 862 51.4 95.1 1.8 31.9 44.2 22.1 5 16.8 58 20.2 2.5 28.8 58.8 10 1.2 22.6 60.7 15.5 41.971316 -87.724876 0.381969392049255 264.646684585522 1 4 12 36 66.3 78.2 68.8 76.2
"918" 1501629902495 42.6 438 11.9 95.2 9.1 36.4 45.5 9.1 5 20 67.5 7.5 9.1 56.8 31.8 2.3 11.4 38.6 45.5 4.5 41.906776 -87.692949 0.0748391018398158 261.621269262894 2 14 33 55 54.6 75 34.1 50
"919" 1501629902497 100 213 0 89.7 6.3 31.3 50 12.5 0 31.3 62.5 6.3 0 41.7 41.7 16.7 0 25 62.5 12.5 41.716127 -87.648132 0.505520516142881 251.619790437946 2 6 18 35 62.5 68.8 58.4 75
"920" 1501629902498 97.5 277 0 95.9 2.6 51.3 41 5.1 5.1 33.3 56.4 5.1 10.7 35.7 42.9 10.7 0 25 60.7 14.3 41.778285 -87.598263 0.0127549293732264 256.622807241595 2 9 23 53 46.1 61.5 53.6 75
"921" 1501629902500 5.6 437 25.3 92.5 2.2 44.4 46.7 6.7 6.7 20 64.4 8.9 4.4 37.8 53.3 4.4 2.2 22.2 75.6 0 41.854451 -87.647912 0.74778358670176 259.722165691882 1 11 37 64 53.4 73.3 57.7 75.6
"922" 1501629902501 19.6 403 30.9 86.9 5.1 15.4 41 38.5 2.5 10 47.5 40 0 17.1 46.3 36.6 0 4.8 42.9 52.4 41.843526 -87.635142 0.856974312519194 259.424398466266 2 8 34 64 79.5 87.5 82.9 95.3
"923" 1501629902502 96.6 279 0.3 96.2 3.3 46.7 26.7 23.3 0 36.7 56.7 6.7 0 43.8 50 6.3 0 25 71.9 3.1 41.726922 -87.575184 1.29937740247093 254.29461658249 0 2 13 33 50 63.4 56.3 75
"924" 1501629902503 2.3 723 11.2 82.2 0 18.1 48.6 33.3 0 5.5 68.5 26 1.4 15.9 50.7 31.9 0 5.6 62 32.4 41.687818 -87.535969 4.17840430842876 253.169845254056 0 0 3 21 81.9 94.5 82.6 94.4
"925" 1501629902504 3.4 514 22.1 63.3 1.9 9.4 54.7 34 1.9 9.4 60.4 28.3 0 29 48.4 22.6 3.1 18.8 62.5 15.6 41.964293 -87.691936 1.34091867636582 265.073719879782 0 4 14 38 88.7 88.7 71 78.1
"926" 1501629902505 99.7 335 0 98.4 0 26.7 33.3 40 0 16.7 53.3 30 4.9 58.5 34.1 2.4 2.4 53.7 43.9 0 41.869719 -87.726923 0.203058666389956 258.527734165976 5 16 35 61 73.3 83.3 36.5 43.9
"927" 1501629902506 97 325 0.3 98.1 2.9 62.9 34.3 0 5.7 34.3 60 0 3.2 48.4 35.5 12.9 6.5 32.3 51.6 9.7 41.767426 -87.648352 0.704553589018859 254.604601430412 3 11 26 57 34.3 60 48.4 61.3
"928" 1501629902507 98.9 430 0 99.2 2.4 50 40.5 7.1 4.8 26.2 61.9 7.1 0 45.1 49 5.9 5.9 21.6 70.6 2 41.748623 -87.635426 0.886747654054928 253.86431245166 3 13 23 50 47.6 69 54.9 72.6
"929" 1501629902509 99.1 310 0 91.1 4.7 58.1 32.6 4.7 9.3 27.9 60.5 2.3 1.9 44.4 46.3 7.4 3.7 24.1 63 9.3 41.677153 -87.635619 1.09469313968449 249.709570029656 0 2 7 25 37.3 62.8 53.7 72.3
"930" 1501629902510 39.2 575 5.5 65.5 1.7 25.4 28.8 44.1 1.7 20.3 30.5 47.5 0 16.7 47 36.4 0 6.1 56.1 37.9 41.906408 -87.677666 0.861137143040346 262.001137526786 1 14 32 56 72.9 78 83.4 94
"931" 1501629902512 99.8 364 0 96.8 2.7 40.5 40.5 16.2 0 24.3 64.9 10.8 0 42.1 50 7.9 5.3 21.1 65.8 7.9 41.684267 -87.654992 1.96955499495317 249.57724388556 0 2 9 29 56.7 75.7 57.9 73.7
"932" 1501629902513 0.1 906 49.6 98.3 4.4 39.5 48.2 7.9 1.7 21.6 67.2 9.5 3.7 35.4 52.4 8.5 0 30.1 63.9 6 41.840073 -87.725322 1.12939916106776 256.808874746864 0 12 31 63 56.1 76.7 60.9 69.9
"933" 1501629902514 0.7 376 63.1 98.1 4.7 69.8 23.3 2.3 2.3 29.5 61.4 6.8 5.6 55.6 30.6 8.3 5.1 28.2 64.1 2.6 41.850571 -87.673645 0.6955991838583 258.803000917712 2 15 41 64 25.6 68.2 38.9 66.7
"934" 1501629902516 7.2 364 9.4 22.5 0 6.5 50 43.5 0 2.2 47.8 50 0 10.3 31 58.6 0 3.3 66.7 30 42.007324 -87.778733 2.90129527609776 265.454350521661 0 0 2 20 93.5 97.8 89.6 96.7
"935" 1501629902521 98.2 354 1 99.2 0 50 50 0 6.1 27.3 63.6 3 3.3 60 36.7 0 3.3 26.7 60 10 41.814035 -87.608676 0.0192182661972171 258.418877523734 4 8 24 60 50 66.6 36.7 70
"936" 1501629902522 100 181 0 98.2 3.7 48.1 44.4 3.7 3.7 25.9 70.4 0 3.4 55.2 37.9 3.4 3.4 34.5 62.1 0 41.766694 -87.631952 0.209758810243299 255.013825108922 1 12 26 54 48.1 70.4 41.3 62.1
"937" 1501629902525 89.5 934 3.9 97.4 0 38.3 48.7 13 1.7 24.3 66.1 7.8 1.9 56.2 35.8 6.2 6.2 44.4 45.7 3.7 41.906518 -87.76727 1.14149072354314 259.679073094396 0 4 25 47 61.7 73.9 42 49.4
"938" 1501629902542 14.6 660 35.4 97.2 3.8 43.4 47.2 5.7 0 34 47.2 18.9 5.6 48.6 41.7 4.2 4.1 35.6 50.7 9.6 41.914625 -87.69998 0.205697795019054 261.904089329908 2 10 33 53 52.9 66.1 45.9 60.3
"939" 1501629902603 4.2 687 39 71.9 0 19.4 45.2 35.5 0 1.6 68.8 29.7 1.3 34.2 40.8 23.7 0 12.7 54.4 32.9 41.973168 -87.841332 4.88113336171147 261.836931608176 0 0 1 22 80.7 98.5 64.5 87.3
"940" 1501629902605 96.3 527 0.7 98.8 0 48 38 14 0 16.3 75.5 8.2 7.8 56.9 33.3 2 6 46 46 2 41.878099 -87.766002 1.40500352722726 258.011235140201 0 3 23 54 52 83.7 35.3 48
"941" 1501629902617 98.5 492 0 94.2 0 35.2 53.7 11.1 0 13 79.6 7.4 0 17.6 58.8 23.5 0 7.8 72.5 19.6 41.742448 -87.653623 0.271507961857947 253.000817387189 4 10 20 50 64.8 87 82.3 92.1
"942" 1501629902618 98.3 418 0 94.1 0 73.2 24.4 2.4 4.9 36.6 48.8 9.8 5.1 38.5 46.2 10.3 2.6 17.9 69.2 10.3 41.738581 -87.668162 0.681471563135381 252.374169948068 4 8 19 49 26.8 58.6 56.5 79.5
"943" 1501629902620 95.6 459 0 98 3 45.5 51.5 0 0 24.2 69.7 6.1 2.9 47.1 50 0 14.7 23.5 61.8 0 41.705528 -87.629117 1.58530393061925 251.535866691211 0 3 14 32 51.5 75.8 50 61.8
"944" 1501629902622 6.1 272 20.2 75.3 0 28.1 53.1 18.8 0 6.3 75 18.8 0 20.7 65.5 13.8 0 6.9 79.3 13.8 41.662393 -87.553513 2.7230526204218 251.20758055834 0 0 2 18 71.9 93.8 79.3 93.1
"945" 1501629902634 95.5 449 1.6 98 10 50 35 5 2.5 25 65 7.5 3.7 59.3 33.3 3.7 3.7 40.7 51.9 3.7 41.89789 -87.746705 0.38673423810383 259.692214030296 1 7 30 53 40 72.5 37 55.6
"946" 1501629902636 91.8 531 2.1 96.9 4.5 34.8 50 10.6 3 24.2 62.1 10.6 4.6 38.5 44.6 12.3 3.1 21.5 63.1 12.3 41.899516 -87.755972 0.699152774837129 259.550268053891 1 5 29 50 60.6 72.7 56.9 75.4
"947" 1501629902637 98.3 199 1.3 97.5 3 45.5 42.4 9.1 0 24.2 66.7 9.1 0 37.1 60 2.9 0 22.9 71.4 5.7 41.700253 -87.611599 1.12133744323448 251.723646906926 0 1 12 32 51.5 75.8 62.9 77.1
"948" 1501629902700 54.8 254 16.7 92.5 0 22.2 51.9 25.9 0 14.8 48.1 37 0 20.8 66.7 12.5 0 8.3 75 16.7 41.867819 -87.769991 2.08019057841912 257.29391877034 0 3 25 56 77.8 85.1 79.2 91.7
"949" 1501629902703 2.1 778 32.1 94.9 1.2 40 50.6 8.2 0 12.9 81.2 5.9 2.6 34.8 53.9 8.7 3.4 11 77.1 8.5 41.77558 -87.72905 2.34623405637307 252.893395303791 0 4 16 58 58.8 87.1 62.6 85.6
"950" 1501629902704 98.5 299 0 99.7 0 48.5 39.4 12.1 3 24.2 63.6 9.1 0 64.3 32.1 3.6 0 46.4 53.6 0 41.784478 -87.657334 0.711697647265857 255.356355074203 2 8 31 60 51.5 72.7 35.7 53.6
"951" 1501629902706 16.2 391 45.6 80.6 0 53.1 31.3 15.6 0 28.1 62.5 9.4 2.6 20.5 59 17.9 0 12.8 74.4 12.8 41.901521 -87.633968 1.36907443424395 262.871474511906 0 4 25 57 46.9 71.9 76.9 87.2
"954" 1501629902726 3.2 977 36 98.4 1.5 50.4 33.6 14.6 2.2 23.4 63.5 10.9 2.8 48.3 40.6 8.4 0.7 27.1 59 13.2 41.923396 -87.761927 0.759450625017682 260.827248226952 1 4 21 44 48.2 74.4 49 72.2
"955" 1501629902729 96.2 91 0 97.7 7.7 15.4 53.8 23.1 7.7 0 76.9 15.4 6.9 48.3 37.9 6.9 7.4 51.9 37 3.7 41.672547 -87.650535 1.92574921086128 249.022760080103 0 1 4 23 76.9 92.3 44.8 40.7
"956" 1501629902737 95.2 129 0 91.1 0 16.7 54.2 29.2 0 12.5 62.5 25 0 24 32 44 4.2 8.3 79.2 8.3 41.732795 -87.589806 0.727001741880942 254.220714601592 1 3 16 35 83.4 87.5 76 87.5
"957" 1501629902739 40.2 204 0 15.6 0 0 0 100 0 0 9.1 90.9 0 0 6.9 93.1 0 0 13.8 86.2 41.697345 -87.696907 2.58702060569095 249.173653160879 0 0 8 30 100 100 100 100
"958" 1501629902743 95.6 230 0 76.3 0 11.8 61.8 26.5 0 8.8 70.6 20.6 0 15.2 48.5 36.4 0 3 69.7 27.3 41.726319 -87.582727 1.19573409490785 254.04621374602 0 2 14 33 88.3 91.2 84.9 97
"959" 1501629902766 98.4 447 0.2 99.4 2.2 53.3 35.6 8.9 2.3 36.4 52.3 9.1 4.2 42.3 50.7 2.8 0 31.9 63.9 4.2 41.77632 -87.609121 0.579613400610042 256.20684845371 3 8 26 54 44.5 61.4 53.5 68.1
"960" 1501629902767 94.8 398 1.1 98.2 2.4 33.3 54.8 9.5 4.8 7.1 78.6 9.5 0 26.1 56.5 17.4 0 10.6 68.1 21.3 41.888388 -87.717546 0.487034149512741 259.883706520014 3 19 32 58 64.3 88.1 73.9 89.4
"961" 1501629902768 98.1 323 0 98.6 3.3 56.7 40 0 0 23.3 76.7 0 6.3 47.9 41.7 4.2 0 35.4 60.4 4.2 41.708023 -87.605442 1.72814169299338 252.346792280383 0 1 13 32 40 76.7 45.9 64.6
"962" 1501629902771 98.9 319 0 99.7 2.4 65.9 31.7 0 0 24.4 75.6 0 2.9 42.9 51.4 2.9 0 22.9 74.3 2.9 41.788175 -87.656436 0.809270857287509 255.597508966069 2 8 33 60 31.7 75.6 54.3 77.2
"963" 1501629902773 99.4 311 0 95.7 0 44.1 50 5.9 5.9 35.3 55.9 2.9 0 15 60 25 2.5 7.5 75 15 41.706663 -87.647077 1.05983371619852 251.099033776332 0 3 15 32 55.9 58.8 85 90
"964" 1501629902775 99.1 528 0.5 95.8 3.2 45.2 40.3 11.3 4.8 21 62.9 11.3 3.8 32.7 51.9 11.5 1.9 25 73.1 0 41.749462 -87.669196 0.0722805318300614 252.981791394231 4 10 20 51 51.6 74.2 63.4 73.1
"966" 1501629902785 97.8 496 2.6 97.2 3.2 27.4 40.3 29 3.2 16.1 64.5 16.1 4 41.3 45.3 9.3 1.3 24 68 6.7 41.761013 -87.558006 1.96714185246593 256.749708064806 0 4 13 38 69.3 80.6 54.6 74.7
"967" 1501629902799 99.1 416 0.9 98.7 0 41.9 46.5 11.6 0 16.3 69.8 14 2.1 68.8 22.9 6.3 10.4 31.3 54.2 4.2 41.685518 -87.621798 0.266104978443382 250.583599549721 1 2 10 28 58.1 83.8 29.2 58.4
"968" 1501629902800 96.7 978 0.1 84.3 1.4 17.1 50 31.5 0 6.3 68.5 25.2 0 27 49.3 23.6 0.7 16.9 62.8 19.6 41.798804 -87.625084 0.424861339964278 257.077928197445 1 11 27 59 81.5 93.7 72.9 82.4
"969" 1501629902802 98.1 268 0.3 98.7 3 33.3 45.5 18.2 0 3 81.8 15.2 0 69.8 25.6 4.7 4.7 34.9 58.1 2.3 41.772831 -87.646176 0.646801670967383 254.980319908888 3 12 26 57 63.7 97 30.3 60.4
"970" 1501629902804 99.7 547 0 97.1 0 45.1 39.2 15.7 3.8 23.1 69.2 3.8 8.5 36.6 46.5 8.5 1.4 23.9 69 5.6 41.669303 -87.633878 1.37007716462652 249.304788678396 0 2 4 22 54.9 73 55 74.6
"971" 1501629902805 9.5 243 0.4 17.7 0 0 3.4 96.6 0 0 8.5 91.5 0 0 3.4 96.6 0 0 10.3 89.7 42.009492 -87.704695 1.53690211848239 267.45065226325 0 3 6 27 100 100 100 100
"972" 1501629902806 0.4 660 54.7 98.7 6.2 53.1 34.6 6.2 7.5 26.3 63.8 2.5 8.2 54.1 36.1 1.6 4.8 27.4 64.5 3.2 41.850493 -87.704631 0.575327460667442 257.973682018796 4 15 37 65 40.8 66.3 37.7 67.7
"973" 1501629902807 98.2 569 0 99.5 9.4 48.4 31.3 10.9 7.9 33.3 44.4 14.3 4.1 53.4 28.8 13.7 2.7 38.4 43.8 15.1 41.760455 -87.67656 0.684436583544763 253.423715940182 2 9 25 56 42.2 58.7 42.5 58.9
"974" 1501629902809 93.8 153 0 47.4 0 3.6 3.6 92.9 0 0 21.4 78.6 0 0 31 69 0 0 44.8 55.2 41.70244 -87.606565 1.34784121506055 251.992305121309 0 1 12 32 96.5 100 100 100
"976" 1501629902811 9.2 795 29.8 92.1 0 32.3 45.8 21.9 1 17.7 66.7 14.6 0 33.3 52.6 14 1.6 13.1 72.1 13.1 41.812663 -87.699611 0.299780630616968 255.870543621597 2 7 36 63 67.7 81.3 66.6 85.2
"977" 1501629902812 98.9 411 0 97.8 0 50 38.2 11.8 0 26.5 70.6 2.9 0 47.1 43.1 9.8 3.9 35.3 54.9 5.9 41.781456 -87.67571 0.728635473955404 254.678531078489 2 8 29 60 50 73.5 52.9 60.8
"978" 1501629902823 78.8 464 6.7 97.6 1.9 48.1 40.7 9.3 0 22.2 70.4 7.4 2.6 48.7 46.2 2.6 6.4 19.2 73.1 1.3 41.744167 -87.552824 1.80356826078521 255.923915999312 0 1 7 31 50 77.8 48.8 74.4
"979" 1501629902825 9.6 812 11 89.5 1.3 45.6 45.6 7.6 2.5 24.1 68.4 5.1 2.9 33.3 50 13.7 2.9 25.5 64.7 6.9 41.905213 -87.685684 0.461633791304792 261.719174729544 2 15 33 56 53.2 73.5 63.7 71.6
"980" 1501629902826 95.7 351 0 82.4 3.1 28.1 37.5 31.3 0 9.4 68.8 21.9 0 29.1 52.7 18.2 0 10.9 69.1 20 41.725555 -87.630486 1.30864092695801 252.659780739414 0 6 17 36 68.8 90.7 70.9 89.1
"981" 1501629902828 15.1 553 25.5 88.4 3 42.4 47 7.6 1.5 27.3 63.6 7.6 2.9 42.9 40 14.3 4.2 28.2 60.6 7 41.907283 -87.6829 0.5924975656855 261.915293201836 2 14 33 56 54.6 71.2 54.3 67.6
"982" 1501629902829 1.9 956 41.7 96.1 0.7 37.1 40.6 21.7 0 14.7 73.4 11.9 0 29.1 47 23.9 0 12.8 71.8 15.4 41.84759 -87.699742 0.446226077075973 257.931437171849 3 16 39 65 62.3 85.3 70.9 87.2
"983" 1501629902837 15.1 745 35.4 99.6 1.1 58.6 36.8 3.4 1.1 14.9 66.7 17.2 7.8 61 31.2 0 2.6 44.2 53.2 0 41.802495 -87.672206 0.597563286352409 256.009451473917 1 8 36 62 40.2 83.9 31.2 53.2
"985" 1501629902842 0.6 591 28.3 97.2 0 6.7 53.3 40 0 0 40 60 0 0 53.6 46.4 0 0 25.9 74.1 41.857869 -87.675254 0.414928102165253 259.191054038795 2 16 41 65 93.3 100 100 100
"986" 1501629902844 98.1 280 0.3 100 0 41.9 45.2 12.9 0 9.7 74.2 16.1 7.1 71.4 17.9 3.6 7.4 29.6 55.6 7.4 41.889063 -87.704804 0.291683856027409 260.257590395964 4 21 33 58 58.1 90.3 21.5 63
"989" 1501629902855 49.6 644 1.6 35.4 0 5.1 33.3 61.5 0 1.3 33.3 65.4 0 3.6 43.6 52.7 0 0 52.7 47.3 41.866377 -87.628956 0.762879802765519 260.935047294533 1 7 31 63 94.8 98.7 96.3 100
"990" 1501629902856 61.8 282 0 28.3 0 0 3 97 0 0 3 97 0 0 12.9 87.1 0 0 16.1 83.9 41.746627 -87.627644 1.27299990901849 253.964117513223 0 11 21 50 100 100 100 100
"991" 1501629902862 49.3 462 15.5 99.2 2 53.1 38.8 6.1 4.1 34.7 59.2 2 0 53.8 42.3 3.8 1.8 25.5 67.3 5.5 41.904232 -87.714182 0.621632080563567 260.91473979633 3 14 32 54 44.9 61.2 46.1 72.8
"992" 1501629902864 2.1 396 41.4 100 0 25 63.9 11.1 0 8.3 80.6 11.1 2.3 52.3 40.9 4.5 2.2 15.6 82.2 0 41.855654 -87.658114 0.553140547256994 259.518885811242 1 11 40 65 75 91.7 45.4 82.2
"993" 1501629902867 0.7 831 32.5 95.9 4.3 40.9 43.5 11.3 0.9 23.5 67.8 7.8 2.2 39.6 51.6 6.6 1.1 21.3 71.3 6.4 41.847979 -87.681046 0.569572775716221 258.452189154986 1 14 40 64 54.8 75.6 58.2 77.7
"994" 1501629902869 20.5 46 13.3 96.4 NA NA NA NA NA NA NA NA 3 51.5 39.4 6.1 0 34.3 60 5.7 41.906751 -87.694198 0.0111378402090489 261.587036314302 2 14 33 54 NA NA 45.5 65.7
"995" 1501629902870 1.1 682 38.6 97.8 1.4 38.9 43.1 16.7 2.8 12.5 63.9 20.8 2 50.5 40.4 7.1 1 25.3 70.7 3 41.824326 -87.691961 1.13869913380715 256.763722249383 0 9 38 63 59.8 84.7 47.5 73.7
"997" 1501629902876 5.8 948 46.6 98.4 0.8 38.9 53.2 7.1 2.4 10.3 75.4 11.9 3.9 32 47.7 16.4 1.6 15.5 67.4 15.5 41.793296 -87.688432 0.561060369296158 255.029789279564 2 9 32 61 60.3 87.3 64.1 82.9
"998" 1501629902877 6.7 739 37 98.6 2.8 46.8 38.5 11.9 3.6 24.1 65.2 7.1 3.3 51.1 41.3 4.3 5.4 24.7 64.5 5.4 41.914588 -87.723542 0.352159162744489 261.288726259253 1 10 31 50 50.4 72.3 45.6 69.9
"999" 1501629902878 20.6 574 8.6 72.1 0 29.4 45.6 25 0 11.8 72.1 16.2 0 26.1 52.2 21.7 0 11.6 68.1 20.3 41.871628 -87.653362 0.663179150635826 260.588470747461 1 11 36 64 70.6 88.3 73.9 88.4
"1000" 1501629902881 7.3 221 14.2 97.3 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA 41.934143 -87.707845 0.516127029358914 262.862424353229 2 8 26 49 NA NA NA NA
"1002" 1501629902886 5 786 53.3 99.4 5.4 29.3 45.7 19.6 0 9.8 72.8 17.4 6.4 48.7 37.2 7.7 3.8 32.9 55.7 7.6 41.807417 -87.665701 0.954320002357383 256.474878564849 1 8 38 62 65.3 90.2 44.9 63.3
"1003" 1501629902889 37.1 667 33.1 97.1 1.5 55.2 34.3 9 1.5 14.9 73.1 10.4 6.6 55.3 35.5 2.6 1.3 35.5 57.9 5.3 42.017167 -87.678062 0.31566384742483 268.59152938672 1 2 5 24 43.3 83.5 38.1 63.2
"1004" 1501629902892 98 254 0 91.8 0 34.5 51.7 13.8 3.4 10.3 75.9 10.3 0 40 45.7 14.3 0 22.9 71.4 5.7 41.871729 -87.700589 0.430916296957013 259.339363678327 7 21 38 63 65.5 86.2 60 77.1
"1005" 1501629902893 4.7 511 38.5 100 0 42.6 51.1 6.4 0 18.4 71.4 10.2 2.7 46.7 41.3 9.3 1.3 25.3 62 11.4 41.849452 -87.687407 0.227520142352004 258.369612904409 1 16 39 65 57.5 81.6 50.6 73.4
"1006" 1501629902895 97.9 480 0.2 87.3 0 33.3 47.9 18.8 0 4.2 70.8 25 0 34 46 20 0 22 60 18 41.811028 -87.59888 0.0282730796456996 258.513111608949 2 8 21 59 66.7 95.8 66 78
"1007" 1501629902896 0 731 45.2 99.9 1.1 31.5 49.4 18 2.2 17.8 73.3 6.7 0 36.5 51.4 12.2 2.6 17.1 76.3 3.9 41.842791 -87.717384 1.11277109782333 257.179744018845 0 13 34 63 67.4 80 63.6 80.2
"1008" 1501629902897 0.4 843 53.7 99 0 24.7 52.8 22.5 0 10.1 58.4 31.5 3.5 51.2 37.2 8.1 0 13.5 71.9 14.6 41.841512 -87.735361 1.01897547317685 256.629799610635 0 12 27 62 75.3 89.9 45.3 86.5
"1010" 1501629902900 2.9 513 46.1 100 0 40.4 42.6 17 6.4 21.3 61.7 10.6 5.6 49.3 40.8 4.2 4.2 19.7 70.4 5.6 41.809625 -87.671822 1.08374851742058 256.43909644162 0 7 42 63 59.6 72.3 45 76
"1011" 1501629902901 1.2 211 60.6 96 0 71.4 19 9.5 0 43.5 43.5 13 12 44 44 0 0 28 64 8 41.847396 -87.6962 0.295103271133789 258.014047258628 2 16 38 65 28.5 56.5 44 72
"1012" 1501629902902 97.6 171 0 94.3 3.1 50 37.5 9.4 2.9 29.4 64.7 2.9 0 45 40 15 0 5 85 10 41.82426 -87.619902 0.329486526971219 258.709155258361 4 9 26 62 46.9 67.6 55 95
"1013" 1501629902903 99.1 193 0 91.4 0 26.8 58.5 14.6 0 12.2 80.5 7.3 3.7 22.2 48.1 25.9 0 22.2 63 14.8 41.77405 -87.59432 0.343510174839002 256.486374185451 2 7 22 52 73.1 87.8 74 77.8
"1014" 1501629902904 26.4 214 35.4 84.6 4.5 40.9 45.5 9.1 0 22.7 63.6 13.6 0 40 60 0 0 25 68.8 6.3 41.801663 -87.685776 0.429640390327413 255.593915516488 3 8 38 62 54.6 77.2 60 75.1
"1015" 1501629902908 30.5 660 31.9 99.4 0 48.7 38.5 12.8 2.5 22.5 63.8 11.3 0 52.4 42.9 4.8 0 36 57.3 6.7 41.906972 -87.732098 0.579284485390564 260.612486744767 2 10 31 51 51.3 75.1 47.7 64
"1017" 1501629902913 44.4 577 36.1 97.6 7.3 67.3 20 5.5 14.3 37.5 48.2 0 4 66.7 21.3 8 13.2 47.4 35.5 3.9 41.780573 -87.691668 1.36870901868842 254.193918416166 0 6 26 60 25.5 48.2 29.3 39.4
"1018" 1501629902914 1.5 925 57.5 97.6 1.1 45.6 44.5 8.8 2.7 20.3 65.4 11.5 2.1 42.3 41.5 14.1 2.1 23.2 66.2 8.5 41.792772 -87.712286 1.080081073388 254.35717448286 0 6 25 60 53.3 76.9 55.6 74.7
